original_duration,original_rms,processing_steps,trim_start,trim_end,trimmed_duration,final_rms,success,final_duration,input_file,output_file,word,filename
0.6351473922902494,0.021815779,"['smart_trim', 'noise_reduction', 'normalization']",0.019659863945578226,0.5376190476190477,0.5179591836734694,0.02,True,0.5179591836734694,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\0.wav,output_files\enhanced_audio_data\اثنين\0.wav,اثنين,0.wav
0.7295691609977324,0.036266457,"['smart_trim', 'noise_reduction', 'normalization']",0.0,0.5376190476190477,0.5375963718820862,0.02,True,0.5375963718820862,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\1.wav,output_files\enhanced_audio_data\اثنين\1.wav,اثنين,1.wav
0.9451700680272109,0.017906187,"['smart_trim', 'noise_reduction', 'normalization']",0.0,0.7233786848072563,0.7233560090702947,0.02,True,0.7233560090702947,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\10.wav,output_files\enhanced_audio_data\اثنين\10.wav,اثنين,10.wav
1.1373242630385487,0.02922355,"['smart_trim', 'noise_reduction', 'normalization']",0.08931972789115646,0.9555782312925171,0.8662585034013606,0.02,True,0.8662585034013606,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\11.wav,output_files\enhanced_audio_data\اثنين\11.wav,اثنين,11.wav
1.1084807256235827,0.026987245,"['smart_trim', 'noise_reduction', 'normalization']",0.0,0.8162585034013606,0.8162358276643991,0.020000001,True,0.8162358276643991,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\12.wav,output_files\enhanced_audio_data\اثنين\12.wav,اثنين,12.wav
0.5857596371882087,0.016741801,"['smart_trim', 'noise_reduction', 'normalization']",0.019659863945578226,0.49117913832199545,0.4715192743764172,0.019999998,True,0.4715192743764172,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\14.wav,output_files\enhanced_audio_data\اثنين\14.wav,اثنين,14.wav
0.3661678004535147,0.018856961,"['smart_trim', 'noise_reduction', 'normalization']",0.019659863945578226,0.3286394557823129,0.3089795918367347,0.020000003,True,0.3089795918367347,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\15.wav,output_files\enhanced_audio_data\اثنين\15.wav,اثنين,15.wav
0.7858956916099773,0.03186596,"['smart_trim', 'noise_reduction', 'normalization']",0.0,0.6072789115646259,0.6072562358276644,0.019999998,True,0.6072562358276644,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\16.wav,output_files\enhanced_audio_data\اثنين\16.wav,اثنين,16.wav
0.7029478458049887,0.029043019,"['smart_trim', 'noise_reduction', 'normalization']",0.04287981859410431,0.6072789115646259,0.5643990929705215,0.02,True,0.5643990929705215,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\17.wav,output_files\enhanced_audio_data\اثنين\17.wav,اثنين,17.wav
0.6590022675736962,0.014022724,"['smart_trim', 'noise_reduction', 'normalization']",0.0,0.4679591836734694,0.46793650793650793,0.02,True,0.46793650793650793,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\18.wav,output_files\enhanced_audio_data\اثنين\18.wav,اثنين,18.wav
0.5662585034013605,0.011737837,"['smart_trim', 'noise_reduction', 'normalization']",0.0,0.42151927437641723,0.42149659863945577,0.02,True,0.42149659863945577,C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\19.wav,output_files\enhanced_audio_data\اثنين\19.wav,اثنين,19.wav
