file_path,word,speaker,filename,duration,rms_energy,mean_amplitude,std_amplitude,max_amplitude,min_amplitude,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,mel_1_mean,mel_1_std,mel_2_mean,mel_2_std,mel_3_mean,mel_3_std,mel_4_mean,mel_4_std,mel_5_mean,mel_5_std,mel_6_mean,mel_6_std,mel_7_mean,mel_7_std,mel_8_mean,mel_8_std,mel_9_mean,mel_9_std,mel_10_mean,mel_10_std,mel_11_mean,mel_11_std,mel_12_mean,mel_12_std,mel_13_mean,mel_13_std,quality_score,snr
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\0.wav,اثنين,أحمد,0.wav,3.0,0.046205487102270126,0.009654930792748928,0.045185498893260956,0.7245429158210754,0.0,0.03310171274038461,0.09224762222874637,444.47062500518336,1197.1498305404862,600.0309870793269,1621.4058637065752,177.8740385502644,496.90490343705164,-618.25537109375,121.68682861328125,-0.4309508204460144,9.127042770385742,-9.864249229431152,31.90498924255371,13.150259017944336,36.10139846801758,-7.675858974456787,22.737030029296875,0.8368669748306274,4.321517467498779,-2.025402069091797,7.08597993850708,-5.003829479217529,13.834525108337402,-3.3610548973083496,9.934043884277344,-1.4146541357040405,5.2367424964904785,-2.271564483642578,7.163951873779297,-1.6354292631149292,4.838835716247559,-0.9350907802581787,3.9843993186950684,0.05344647914171219,0.18114127218723297,0.04545341804623604,0.13989588618278503,0.0373159758746624,0.1276552528142929,0.0319213829934597,0.10323880612850189,0.038014885038137436,0.15334591269493103,0.05522982403635979,0.20421145856380463,0.030078142881393433,0.11069189012050629,0.014493896625936031,0.04551949352025986,0.02699892409145832,0.07977142184972763,0.0495888851583004,0.15267960727214813,0.08408870548009872,0.2494882345199585,0.060865435749292374,0.18147261440753937,-72.51959991455078,20.06869125366211,-72.57244873046875,20.016965866088867,-73.07335662841797,18.831302642822266,-74.20255279541016,15.713139533996582,-73.72456359863281,17.17681121826172,-73.45777893066406,17.830039978027344,-73.40972900390625,18.032386779785156,-72.7212142944336,19.93215560913086,-71.94331359863281,21.897144317626953,-72.02104187011719,21.666532516479492,-72.8896484375,19.22868537902832,-74.96072387695312,13.688495635986328,-76.40557098388672,10.391680717468262,0.6849086165428161,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\1.wav,اثنين,أحمد,1.wav,3.0,0.06669576466083527,0.013643688522279263,0.065285325050354,0.9788215160369873,0.0,0.03757136418269231,0.10452307894803839,481.16783927177187,1290.1428055766248,576.3444636418269,1560.03743450896,142.46574788807573,400.798932492384,-604.1143188476562,91.68504333496094,-6.877845287322998,20.25640869140625,-9.178092956542969,27.832841873168945,12.213888168334961,33.322959899902344,-9.058488845825195,24.702495574951172,0.2897339165210724,5.234902858734131,-0.35471978783607483,1.9815455675125122,-3.9966158866882324,10.7610445022583,-3.3325283527374268,9.076210021972656,1.1256444454193115,3.690378189086914,-3.0061144828796387,8.730462074279785,-1.8216962814331055,5.9688920974731445,0.9569509029388428,3.9522664546966553,0.10532043129205704,0.29083776473999023,0.0661732628941536,0.20029541850090027,0.013597505167126656,0.03971187025308609,0.005318609997630119,0.0242815762758255,0.007818648591637611,0.04152348265051842,0.008024428971111774,0.05837145075201988,0.007584459614008665,0.03412538394331932,0.020089711993932724,0.06704086065292358,0.05482492223381996,0.16857030987739563,0.0648123249411583,0.19621124863624573,0.08185002207756042,0.23267868161201477,0.0828857421875,0.2361445277929306,-74.09454345703125,15.893908500671387,-74.09474182128906,15.903203964233398,-74.36780548095703,15.31320571899414,-74.98172760009766,13.904436111450195,-74.55339050292969,14.727104187011719,-74.08065032958984,16.249780654907227,-74.07245635986328,16.241422653198242,-73.38088989257812,18.078170776367188,-71.69717407226562,22.576555252075195,-71.55305480957031,22.936805725097656,-73.09793090820312,18.68180274963379,-74.90962982177734,13.778091430664062,-76.31930541992188,10.055676460266113,0.7357643127441406,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\14.wav,اثنين,هيفاء,14.wav,3.0,0.02270345576107502,0.004192277789115906,0.022313036024570465,0.4326537251472473,0.0,0.017995042067307693,0.06066039125648214,330.0542091585981,1010.0248198610481,609.9693885216346,1832.2590886142273,233.77313907441098,702.442328337483,-656.243408203125,123.14752197265625,5.308000564575195,17.177518844604492,-6.177579402923584,22.410900115966797,1.5725752115249634,8.047926902770996,-7.839377403259277,25.4481143951416,-1.6255910396575928,10.778538703918457,-8.450191497802734,26.438798904418945,3.391206979751587,11.165122985839844,-3.400008201599121,12.018228530883789,-1.3490289449691772,4.842942714691162,1.029697299003601,3.344191789627075,-2.4382996559143066,8.923260688781738,-0.4534940719604492,2.160977840423584,0.024790585041046143,0.12324817478656769,0.04943837225437164,0.1872856318950653,0.02818496711552143,0.10189613699913025,0.04789377376437187,0.1845598965883255,0.04706345126032829,0.18177883327007294,0.044645242393016815,0.14636486768722534,0.044259849935770035,0.15727628767490387,0.043698180466890335,0.16998039186000824,0.04144679754972458,0.1553526520729065,0.012968840077519417,0.04523235931992531,0.007637953385710716,0.029627906158566475,0.006703018676489592,0.025148337706923485,-74.8890151977539,16.393163681030273,-73.58721160888672,19.9406795501709,-73.34434509277344,20.591266632080078,-73.97718048095703,18.94415855407715,-75.18999481201172,15.763763427734375,-75.44266510009766,15.11965560913086,-74.944091796875,16.24588394165039,-74.3913345336914,17.903610229492188,-75.29679107666016,15.517497062683105,-76.11238098144531,12.974873542785645,-74.64893341064453,17.50806427001953,-74.90579223632812,16.54562759399414,-76.14784240722656,12.948514938354492,0.6265307545661926,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\15.wav,اثنين,هيفاء,15.wav,3.0,0.013345807790756226,0.0022577419877052307,0.013153446838259697,0.264198362827301,0.0,0.015264423076923076,0.05315978534262384,303.08641824523795,1004.6994667906337,560.1117412860577,1844.1774803156245,209.8378243330207,691.9943017051017,-674.4043579101562,107.56015014648438,3.4488956928253174,12.015701293945312,-5.129367828369141,22.71027374267578,1.6099636554718018,6.025931358337402,-6.569162845611572,23.349580764770508,-0.36143141984939575,4.075425148010254,-5.869671821594238,20.124055862426758,1.0595439672470093,5.122049808502197,-3.4010066986083984,11.905778884887695,-0.4641428291797638,3.976945161819458,-0.19909055531024933,1.2519863843917847,-1.4596507549285889,5.824528694152832,-0.04199632629752159,1.4740395545959473,0.0118950717151165,0.05604558065533638,0.03309044986963272,0.16106797754764557,0.026219667866826057,0.13896028697490692,0.011681145057082176,0.053260333836078644,0.026427846401929855,0.1252245455980301,0.039286356419324875,0.15527856349945068,0.04231772571802139,0.18013359606266022,0.024106716737151146,0.1142277792096138,0.023914072662591934,0.11122222989797592,0.01708446443080902,0.07906021177768707,0.008600220084190369,0.03699366748332977,0.010220606811344624,0.041041359305381775,-75.85260009765625,14.363937377929688,-75.11775970458984,16.734840393066406,-74.82274627685547,17.838603973388672,-75.66181182861328,15.473511695861816,-76.25709533691406,13.611092567443848,-76.43791198730469,12.960931777954102,-76.4837417602539,12.814002990722656,-76.01058959960938,14.483736038208008,-76.41630554199219,13.118629455566406,-76.5563735961914,12.337088584899902,-76.08077239990234,13.95629596710205,-75.9377670288086,14.24288272857666,-77.12004089355469,10.345786094665527,0.5928396761417389,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\16.wav,اثنين,هيفاء,16.wav,3.0,0.02551150508224964,0.006354935001581907,0.02470732480287552,0.4163288474082947,0.0,0.03478440504807692,0.0897724555912762,510.9659130194813,1239.7091904440451,853.3774038461538,2029.5726282192522,300.42090407767273,706.451212271519,-630.0275268554688,142.04000854492188,1.2612488269805908,17.126998901367188,-15.15152645111084,40.49480438232422,2.55922532081604,18.102441787719727,-18.585723876953125,45.67633056640625,0.7681929469108582,7.991151809692383,-5.514007568359375,19.606077194213867,1.0311177968978882,4.403046607971191,-2.688093662261963,9.756669998168945,0.2909276485443115,2.1553072929382324,-0.39340656995773315,4.155689239501953,-2.980046510696411,7.940010070800781,-1.735093116760254,4.819681644439697,0.02288186550140381,0.06659425050020218,0.015834294259548187,0.04757695645093918,0.03367792069911957,0.09759856015443802,0.04768160358071327,0.16264474391937256,0.07386413216590881,0.2309032827615738,0.04224223271012306,0.16136294603347778,0.028320319950580597,0.09074703603982925,0.030535301193594933,0.08276398479938507,0.05585236847400665,0.1617971658706665,0.07701586931943893,0.2218933403491974,0.08574410527944565,0.2435302436351776,0.07893238216638565,0.2286870777606964,-72.81380462646484,17.692184448242188,-71.32620239257812,20.97441291809082,-69.9315185546875,23.97932243347168,-70.20734405517578,23.524940490722656,-71.46424102783203,20.822540283203125,-71.9876937866211,20.141897201538086,-72.80215454101562,18.680850982666016,-71.83155822753906,20.606531143188477,-71.61431884765625,20.919809341430664,-71.24899291992188,21.32746696472168,-71.3696060180664,21.185264587402344,-72.63005065917969,18.670289993286133,-74.24827575683594,15.17900562286377,0.623265790939331,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\17.wav,اثنين,هيفاء,17.wav,3.0,0.019346676766872406,0.004037015605717897,0.018920792266726494,0.3543655574321747,0.0,0.01661658653846154,0.05199340665304155,314.8189803141639,900.0500795431943,625.7880108173077,1792.575372880917,246.15792120700564,683.3701825173706,-673.7290649414062,124.5246353149414,5.033343315124512,20.076560974121094,-11.28608226776123,34.374732971191406,-1.2941114902496338,9.401810646057129,-8.611917495727539,24.27887725830078,-0.282948762178421,5.95327615737915,-9.568546295166016,27.755489349365234,1.8068768978118896,6.976184844970703,-3.843451976776123,10.871542930603027,-2.2297115325927734,6.472065448760986,0.3822849690914154,2.4385311603546143,-1.1781611442565918,3.9503989219665527,-2.0562994480133057,6.964147090911865,0.012104515917599201,0.04203294590115547,0.030056161805987358,0.12450414150953293,0.06501808762550354,0.2111375331878662,0.09985753148794174,0.2896500527858734,0.025177553296089172,0.0925564393401146,0.00896269641816616,0.04173951968550682,0.012025289237499237,0.03960113227367401,0.016981037333607674,0.05403493717312813,0.014161637984216213,0.07111284881830215,0.01726134493947029,0.06308507919311523,0.03804745152592659,0.12654873728752136,0.010460049845278263,0.035830769687891006,-73.81088256835938,17.45781135559082,-72.19943237304688,21.837995529174805,-71.96446990966797,22.49628257751465,-72.38059997558594,21.5245304107666,-73.01155090332031,19.683313369750977,-72.97541046142578,20.082473754882812,-73.41075134277344,19.15302848815918,-73.18572235107422,19.861848831176758,-74.46240234375,16.17281150817871,-74.7605209350586,15.752652168273926,-74.19021606445312,17.253780364990234,-74.20886993408203,16.874549865722656,-75.56163024902344,13.24396800994873,0.610873121023178,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\18.wav,اثنين,هيفاء,18.wav,3.0,0.027823230251669884,0.008032571524381638,0.02663850225508213,0.37450292706489563,0.0,0.04972205528846154,0.11176591241440272,671.1478381050007,1423.0102564621695,1077.2398963341345,2294.955266855926,349.23947858695095,766.8222245492896,-650.1620483398438,179.14154052734375,2.712416648864746,15.507528305053711,-19.581451416015625,44.215633392333984,8.565695762634277,21.130939483642578,-18.19659423828125,40.926727294921875,-1.0547311305999756,7.299454689025879,-11.16606616973877,30.464750289916992,4.702033519744873,11.450434684753418,-7.436761856079102,16.119102478027344,-3.3902509212493896,8.00351333618164,-2.2080140113830566,6.330230236053467,-2.751161813735962,6.476639747619629,-0.41023963689804077,2.9399375915527344,0.05317485332489014,0.14891259372234344,0.07772407680749893,0.20163851976394653,0.09481251984834671,0.26211339235305786,0.07518015056848526,0.22592465579509735,0.06202653795480728,0.1767091304063797,0.06497424095869064,0.17815347015857697,0.10265079885721207,0.2801147997379303,0.0760970488190651,0.1967550367116928,0.03886880725622177,0.12426252663135529,0.040794167667627335,0.115266814827919,0.06257510930299759,0.1827782243490219,0.04018110781908035,0.11871106177568436,-70.0960922241211,21.819358825683594,-68.76343536376953,24.74101448059082,-68.13468170166016,25.80449867248535,-68.67798614501953,24.633466720581055,-69.41120147705078,22.998271942138672,-70.4377670288086,20.996950149536133,-68.85658264160156,24.464324951171875,-67.44200897216797,26.894975662231445,-68.46712493896484,24.923885345458984,-68.967529296875,23.834964752197266,-68.95783996582031,23.873882293701172,-69.34584045410156,23.240917205810547,-71.3531723022461,19.10000991821289,0.6149006068706512,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\19.wav,اثنين,هيفاء,19.wav,3.0,0.030284754931926727,0.006283564958721399,0.029625719413161278,0.5782016515731812,0.0,0.03918269230769231,0.11835504654648248,523.5060158659194,1465.7512231420937,794.2439152644231,2203.5711904981217,233.24844023033668,652.8884640277483,-667.3050537109375,137.87002563476562,0.5968723297119141,12.984356880187988,-7.620546340942383,23.971525192260742,6.625680923461914,20.59560203552246,-10.12989616394043,30.2992000579834,1.8889734745025635,6.398903846740723,-8.659929275512695,25.53281021118164,1.8882248401641846,6.243940353393555,-5.18960428237915,15.280396461486816,-1.9489266872406006,5.979820251464844,0.3302527070045471,1.8584500551223755,-1.7652604579925537,5.622788906097412,-1.2329968214035034,4.540261268615723,0.012802631594240665,0.05876687914133072,0.045266102999448776,0.17803151905536652,0.04377077519893646,0.14237594604492188,0.0734362080693245,0.2418147474527359,0.07883063703775406,0.24705202877521515,0.050997935235500336,0.17615750432014465,0.030504891648888588,0.11002735793590546,0.013332324102520943,0.04231398552656174,0.015568449161946774,0.04821094125509262,0.030058326199650764,0.09850244224071503,0.03317984938621521,0.11866533756256104,0.012240619398653507,0.041720200330019,-73.80929565429688,17.68911361694336,-72.7523193359375,21.009971618652344,-73.21298217773438,19.869657516479492,-73.9518051147461,17.745044708251953,-74.34202575683594,16.192209243774414,-74.248046875,16.511831283569336,-73.98149108886719,17.38867950439453,-73.13420867919922,19.968549728393555,-73.6903076171875,18.393640518188477,-73.41437530517578,19.043794631958008,-72.48614501953125,21.525022506713867,-72.97710418701172,20.161006927490234,-73.9111557006836,17.680065155029297,0.6556403517723083,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\2.wav,اثنين,أحمد,2.wav,3.0,0.03537815809249878,0.006342259701341391,0.034805018454790115,0.838105320930481,0.0,0.03407451923076923,0.09939233918598257,463.7144015191545,1300.786770568528,629.0179912860577,1774.3109432617994,193.47550251978126,548.6203969198165,-631.878662109375,111.53925323486328,-1.8556245565414429,9.695882797241211,-7.99043083190918,26.93897247314453,10.860709190368652,30.67671012878418,-6.443210124969482,20.48946189880371,3.017768383026123,10.813801765441895,-4.818053245544434,14.668148040771484,-2.625549793243408,9.29076862335205,-3.313993453979492,10.124637603759766,-0.5888944268226624,3.210095167160034,-2.7187278270721436,8.59514045715332,-2.1387250423431396,6.646718502044678,0.27634158730506897,3.998626232147217,0.05503123253583908,0.16899199783802032,0.046033184975385666,0.14563900232315063,0.027516111731529236,0.09124422818422318,0.026519758626818657,0.10648378729820251,0.0530780665576458,0.17955458164215088,0.05775051191449165,0.2088632881641388,0.022607890889048576,0.07483606040477753,0.015481184236705303,0.05884478613734245,0.03646837919950485,0.1068817749619484,0.031445201486349106,0.1019359827041626,0.04843614622950554,0.17727205157279968,0.07851851731538773,0.24880024790763855,-72.85723876953125,20.033153533935547,-73.32892608642578,18.835437774658203,-74.22705841064453,16.487985610961914,-75.27880096435547,14.160289764404297,-74.75482940673828,15.286761283874512,-74.22887420654297,16.777137756347656,-73.95179748535156,17.322460174560547,-74.10935974121094,16.888092041015625,-73.33516693115234,19.277950286865234,-73.11056518554688,19.76469612121582,-73.44013214111328,18.38201904296875,-74.64303588867188,15.302253723144531,-76.151611328125,11.349761009216309,0.7076210856437682,20.0
C:\Users\فاطمة الزهراني\Desktop\ابحاث\الداون\Data\clean\اثنين\20.wav,اثنين,هيفاء,20.wav,3.0,0.025819122791290283,0.006068142130970955,0.025095907971262932,0.29078176617622375,0.0,0.015343299278846154,0.04535919395721837,284.8252289629143,781.2847155806091,508.9289738581731,1429.1710416432481,204.95237722626484,564.9730680846183,-651.3235473632812,136.6734161376953,8.785347938537598,25.800045013427734,-13.817840576171875,41.0751953125,1.86653733253479,7.414083480834961,-8.936466217041016,24.66597557067871,-2.082942485809326,6.638600826263428,-7.286905765533447,20.323047637939453,-0.210784912109375,4.259398937225342,-1.596782922744751,7.305550575256348,-1.6252284049987793,4.859594821929932,-0.02153235301375389,3.006190061569214,-1.029396891593933,4.324370861053467,-1.269470453262329,5.293316841125488,0.016575373709201813,0.05905834585428238,0.036149851977825165,0.13236874341964722,0.05884239077568054,0.20641925930976868,0.031133541837334633,0.09413594752550125,0.052058666944503784,0.19651858508586884,0.023550357669591904,0.07344001531600952,0.043367303907871246,0.16166764497756958,0.04635782167315483,0.1903727948665619,0.04584149643778801,0.16462980210781097,0.039432592689991,0.14991439878940582,0.009434962645173073,0.032547108829021454,0.00939324963837862,0.03039572201669216,-73.5184097290039,17.689496994018555,-71.64152526855469,22.732614517211914,-71.24581909179688,23.608442306518555,-71.92079162597656,22.034303665161133,-72.75904846191406,20.059736251831055,-72.59089660644531,20.443294525146484,-72.58563995361328,20.305673599243164,-72.17849731445312,21.52595329284668,-73.7192153930664,17.490049362182617,-73.8644027709961,16.958301544189453,-74.19190979003906,15.904545783996582,-74.8968734741211,14.37859058380127,-77.11359405517578,8.261341094970703,0.598156350851059,20.0
